Original,Translate,Translate_GPT_1
Che tutto ’l mondo gìa di lei parlando.,que todo el mundo hablaba de ella.,que todo el mundo hablaba de ella.
"E sì avea in sé tanta beleza,",y tenía en sí misma tanta belleza,Tenía un gran encanto.
Che tutto intorno lei aluminava,que ha iluminado todo a su alrededor,que arriesgó todo a su alrededor
"Chol su’ visagio, tanto avea chiareza.","con su rostro, tenía tanta claridad;","Con su cara, mucha transparencia tenía."
Ed un suo amico co•llei si posava.,Y un amigo suyo que estaba con ella.,y un compañero suyo que con ella era
"La donna si avea nome Richeza,",La mujer se llamaba Richeza.,La mujer se llamaba Abundancia.
Ma•llui non so com’altri l’apellava.,Pero no sé cómo más se llamaba.,"Sin embargo, no sabía cómo se llamaba."
"Col capo inchino la donna salutai,","Saludé a la mujer con la cabeza baja,","Saludé a la mujer con una reverencia,"
E sì•lla cominciai   a domandare,Y a ella empecé a preguntar.,A ella empecé a preguntar.
"Del camin, c’uomo apella Tropo-Dare.",del sendero que se llama Tropo-Dare.,de la ruta que se llama Tropo-Inténtalo.
Quella rispose: «Già per me no ’l sai,Y ella respondió: No lo sabrás de mí.,Ella respondió: No lo aprenderás de mí.
"E, se ’l sapessi, già non vi ’nterrai,","Y si lo supiera, nunca entrarías.","Y si lo conocieras, nunca entrarías."
Chéd i’ difendo a ciaschedun l’entrare,"Porque prohíbo la entrada a todos,",Porque prohíbo el acceso a todos.
Sed e’ nonn-à che spender e che dare.,Pero es necesario gastar y dar.,Pero es necesario invertir y distribuir.
"Sì farai   gran saver, se•tte ne vai:","Así que si eres inteligente, te vas.","Así que si eres sagaz, te vas."
"C’unquanche non volesti mi’ acontanza,",Si alguna vez no quieres mi compañía,Si alguna vez no deseas mi presencia
Né mi pregiasti mai  a la tua vita.,Nunca me has alabado en tu vida.,Nunca me has elogiado en tu vida.
"Ma or ne prenderò buona vengianza,",Pero ahora tomaré mi dulce venganza:,Ahora tomaré mi dulce revancha.
"Ché, sie ciertano, se•ttu m’ài   schernita,","para que estéis seguros de que me has despreciado,","Para que estén absolutamente convencidos si me has despreciado,"
"I’ ti darò tormento e malenanza,","Te atormentaré e infelicidad,",Te daré aflicción y tristeza.
Sì ch’e’ me’ ti varia avermi servita».,que sería mejor para ti que me hubieras servido.,que sería mejor para ti que me hayas dado la bienvenida.
"«Per Dio, gientil madonna, e per merzede»,","Por Dios, amable señora, y por misericordia,","Por el Divino, amable señora, y por piedad."
"Le dissi allor, «s’i’ ò ver’ voi fallato,","Le dije que si te lastimé,","Le dije que si te causé dolor,"
Ched e’ vi piaccia ched e’ sia amendato,"Lo que te gusta, que sea correcto.","Lo que te gusta, que sea apropiado"
"Per me, chéd i’ ’l farò a buona fede:","Para mí, porque lo haré de buena fe.","Por mí, porque lo haré con sinceridad."
"Ch’i’ son ciertan, che ’l vostro cuor non crede",Porque estoy seguro de que su corazón no cree,Porque estoy seguro de que su corazón no cree
"Com’io dentro dal mio ne son crucciato,",como dentro del mío estoy afligido;,como dentro del mío estoy angustiado;
"Ma quando vo’ m’avrete ben provato,",Pero cuando me pongas a prueba,¿Cuándo vas a probarme?
"E’ sarà cierto di ciò, c’or non vede.","Y estará seguro de eso, que ahora no ve",Será incuestionable de lo que no es visible ahora.
"Per ch’i’ vi priego, che mi diate il passo,","Por eso, por favor, déjame pasar.",Te suplico que me des permiso para pasar.
Ched i’ potesse abatter il castello,Para que pueda derribar el castillo.,De esta manera podré derribar la mansión.
"Di Gielosia, che m’à sì messo al basso».","de celos, que me ha depuesto.","De envidia, que me ha puesto."
Quella mi disse: «Tu•ssè mio ribello:,"Me dijo: ""Tú eres mi enemigo;","Me dijo: ""Tú eres mi adversario;"
"Per altra via andrai, ché sarà’ lasso","Por otro camino irás, porque estarás exhausto","Por otro camino irás, porque estarás exhausto"
Inanzi che n’abatti un sol crinello».,antes de derribar un mirlo de la torre,Antes de demoler un mirlo de la torre
"Già no•mi valse nessuna preghera,",No hice ninguna oración.,No he recitado ninguna súplica.
"Ched i’ verso Richeza far potesse,","que podría haber hecho hacia Richeza,","Que podría ofrecerle a Riquezza,"
"Ché poco parve ch’e’ le ne calesse,",Porque parecía que no le importaba nada.,Porque parecía indiferente a ella.
Sì•lla trovai ver’ me crudel e fera.,Tan cruel la encontré hacia mí.,Tan despiadada la encontré hacia mí.
"Lo Dio D’Amor, che guar’ lungi non m’era,","El Dios del Amor, que no estaba lejos de mí,","El Divino del Afecto, que no estaba lejos de mí,"
"Mi riguardò com’io mi contenesse,",Miró lo bien que lo hacía.,Examinó cómo me estaba comportando.
E parvemi ched e’ gli ne incresciesse;,Pensé que le molestaba.,Pensé que le molestaba.
"Si venne a me e disse: «In che manera,","Vino a mí y me dijo: ""De qué manera,","Vino a mí y me dijo: ""De qué manera,"
"Amico, m’ài guardato l’omanagio,","Tío, has cumplido tu juramento.","Amigo, has cumplido tu promesa."
"Che mi faciesti, passat’à un anno?».",¿Me hiciste hace un año?,¿Qué me hiciste hace un año?
"I’ gli dissi: «Messer, vo’ avete il gagio","Le dije: ""Señor, tienes mi promesa,","""Le dije: ""Su Excelencia, he dado mi palabra,"
"Or, ch’è il core». «E’ non ti fia già danno,","Ahora que es mi corazón, no te hará daño.","Ahora que es mi corazón, no te hará daño."
Ché tu•tti sè portato come sagio:,"porque te has comportado sabiamente,","Ya que has actuado con prudencia,"
Sì avrai guiderdon del grande afanno».,Tendrás recompensa por tu gran angustia.,Tendrás una recompensa por tu gran sufrimiento.
Lo Dio d’Amor per tutto ’l regnio manda,En todo el reino el Dios del Amor envía,"En todo el reino, el Ser Supremo del Amor envía"
Messagi e lettere a la Baronia:,mensajeros y cartas a todos los barones;,Portadores y epístolas a todos los señores.
"Che davanti da lui ciaschedun sia,",Quienquiera que esté delante de él,Quienquiera que esté delante de él
"Ad alcun priega, e ad alcun comanda;",a algunos les pide y a algunos ordena,A alguien le pregunta y a alguien más manda.
"E ch’e’ vorrà far lor una domanda,","Querrá hacerles una pregunta,",Deseará hacerles una pregunta.
"La qual fornita converrà che•ssia,","La cual, suministrada, será necesario que sea,","La cual, suministrada, deberá ser indispensable,"
"D’abatter il castel di Gielosia,","Para destruir el castillo de Gielosia,","Demoler, destruir, derribar el castillo de Gielosia."
Sì ch’e’ non vi dimori inn-uscio banda.,para que no haya más pandilla malvada que muera en ella.,para que no haya más grupos criminales que vivan en ellos.
"Al giorno ciaschedun si presentò,","En el gran día, todos se presentaron,","En el gran evento, todos se materializaron,"
Presto di far il su’ comandamento;,listo para ejecutar su comando;,disponible para obedecer su orden.
Dell’armadure ciaschedun pensò,Cada uno ha reflexionado sobre sus brazos,Todo el mundo ha meditado en sus miembros.
Per dar a Gielosia   pene e tormento.,para darle a los celos tormento y celos.,Para infligir a celos aflicción y envidia.
"La Baronia   i’ sì vi nomerò,","La Baronia, que tengo en mente,","La Baronia, que tengo en la cabeza,"
Secondo ched i’ ò   rimenbramento.,Te nombraré de acuerdo a lo que tengo en la memoria.,Te he diseñado según lo que tengo en mente.
"Madonna Oziosa venne la primiera,","Madonna Ociosa vino primero,",Primero llegó la Sra. Pergra.
"Con Nobiltà-di-Chuor, e con Richezza,","con Nobleza de Corazón, y con Riqueza,","con Nobleza de Corazón, y con Riqueza,"
"Franchigia, Cortesia, Pietà, Largheza,","Cordialidad, cortesía, misericordia, generosidad,","Habilidad, Benignidad, Compasión, Magnanimidad."
"Ardimento, e Honor: ciaschedun v’era.",La audacia y el honor todos estaban allí,El atrevimiento y la integridad
"Diletto et Conpagnia seguian la schiera,","El deleite y la Compañía seguían al ejército,",El placer y la Sociedad acompañaban a la procesión.
"Angielicanza, Sicurtà, et Leteza,","Angielicancia, Seguridad, y Leticia,","Eclesiástico, Protección, y Alegría."
"E Solazo, e Bieltate, e Giovaneza",y Alegría y Belleza y Juventud,"Leticia, Esplendor y Juventud"
Andavan tutte inpresso la bandera.,Todos iban juntos bajo la bandera.,Procedían juntos bajo la bandera.
"Ancor v’era   Humiltate, e Pacienza,","También había humildad, y paciencia,","También había humildad, y Tolerancia."
"Giolività vi fue, e Ben-Cielare,","Hubo gozo, y bien-cielar","Hubo Letizia, y Favorable."
E Falsenbiante e Costretta-Astinenza.,y Falsidad y Abstinencia Forzada.,Mendacia y Abstinencia Coata.
"Amor si cominciò a maravigliare,","El amor empezó a maravillarse,",El amor empezó a sorprenderse.
"Po’ vide Falsenbiante in sua presenza,","Entonces vio la Falsidad en su presencia,",Así que vio el Engaño en su presencia.
E disse: «Chi•ll’à tolto a sichurare?».,"Y dijo: ""¿Quién la trajo aquí a salvo?","Y preguntó: ""¿Quién la trajo aquí a salvo?"""
"Astinenza Costretta venne avanti,","La abstinencia forzada vino adelante,",La abstinencia forzada surgió en primer plano.
"E disse: «E’ vien comeco in conpagnia,","Y dijo: ""Él viene en compañía,","Dijo: ""Viene en compañía."""
"Ché sanza lui civir non mi poria,","Porque sin él, no podría vivir.","Porque sin él, no podría sobrevivir."
"Tanto non pregherei né Die, né ’ santi;",No oraría a Dios ni a los santos.,No rogaría ni al Divino ni a los bienaventurados.
"E’ me e sé governa co’ senbianti,","Es él y se gobierna con la apariencia,",Es él y se ajusta con la apariencia.
"Che gli ’nsegniò sua madre, Ipocresia.","Que le enseñó a su madre, Hipocrisis.","Que le enseñó su madre, Fingimiento."
I’ porto il manto di Papalardia,Yo llevo la capa de Papalardia.,Yo llevo la capa de Papalardia.
"Per più tosto venir, a tenpo, a’ guanti.","Para llegar más rápido, a tiempo, a los guantes.","Para llegar más rápido, a tiempo, a los guantes."
E così tra noi due ci governiamo,Y así nos gobernamos entre nosotros.,"Así que entre tú y yo, nos controlamos."
E nostra vita dimenian gioiosa,Y nuestra vida pasa gozosa,Pasamos nuestra vida alegremente.
"Sanza dir cosa   mai, che noi pensiamo.",Nunca digas lo que pensamos.,Sin expresar nunca nuestros pensamientos.
"La ciera nostra par molto pietosa,","Nuestra cara parece muy lamentable,","Nuestra expresión es muy compasiva,"
"Ma nonn-è mal nesun, che non pensiamo.","Pero no hay nada malo en ninguno de nosotros, que no pensamos.","Pero no hay defecto en ninguno de nosotros, que no pensemos."
Ben paia•noi giente relegiosa».,Es bien vista por la gente religiosa.,Es bien considerada por la gente devota.
"Lo Dio d’Amor sorise, quando udio",Dios de Amor sonrió cuando oyó,Divinidad de Amor soñó cuando escuchó
"Astinenza-Costretta sì parlare,","Abstinencia-Costretta hablar así,",Abstinencia-Forzado expresarse de esta manera.
E disse: «Qui à giente d’alt’affare!,Y dijo: 'Aquí hay gente de gran importancia!,Y dijo: 'Aquí hay gente de gran importancia!
"Dì, Falsenbiante, se•tt’aiuti Idio,","Di, Falsenbiante, si estás ayudado por Dios,","Exclama, Falsenbiante, si eres apoyado por dioses."
"S’i’ ti ritengnio del consiglio mio,","Si te mantengo en mi consejo,","Si te incluyo en mi consejo,"
Mi potrò io   in te punto fidare?».,¿Podré confiar en ti de ninguna manera?,¿Podré confiar en ti de alguna manera?
"«Segnior mio,   sì, di nulla non dottare,","Señor mío, sí, nunca me decepciones.","Mi Soberano, sí, nunca me abandones."
Ch’altro c’a lealtà ma’ non pens’io».,Porque nada me importa más que la lealtad.,Porque nada es más valioso que la fidelidad.
«Dunqu’è cotesto contra tua natura».,Entonces esto va en contra de tu naturaleza.,Entonces esto está en contraste con tu esencia.
"«Veracie mente ciò è veritate,","Sinceramente, eso es verdad.","Verdaderamente, esto es un hecho."
Ma tuttor vi mettete inn-aventura!,¡Pero siempre se ponen en peligro!,"Sin embargo, usted siempre se expone al riesgo."
"Mai i•lupo di sua pelle non gittate,",El lobo nunca se quita la piel.,Nunca el lobo se desvestió de su piel.
"No•gli farete tanto di laidura,",No le harás tanto daño.,No le causarán un gran dolor.
Se voi in prima no•llo scorticate».,Si lo destrozan ahora mismo.,Peleadlo de inmediato.
"Amor disse a’ baroni: «I’ v’ò mandato,","El amor dijo a los barones: ""Os he enviado,","Amor declaró a los barones: ""Os he enviado,"
"Perch’e’ convien ch’i’ agia il vostro aiuto,","Porque necesito su ayuda,","Porque necesito su apoyo,"
"Tanto che quel castel si’ abattuto,",Para derribar ese castillo,"Demoler, destruir, desmoronar, derribar."
Che Gielosia di nuovo à già fondato.,Que los celos ya han reconstruido.,Que Envidia ya ha reconstituido.
"Onde ciaschun di voi è misurato,","Así que cada uno de vosotros está llamado,","Por lo tanto, cada uno de ustedes está invitado."
S’i’ vi richegio ch’e’ sia proveduto,Si os estaciono que se os proveyere,Solicito que se haga.
"Per voi in tal maniera, che tenuto","Para que no esté más en mi contra, sino que se incline.","Para que no sea más hostil hacia mí, pero se rinda."
"Non sia più contra me, ma si’ aterrato.","Puede que no esté más en mi contra, pero que esté nivelado en el suelo.","Puede que no sea más hostil hacia mí, sino que sea derribado en el suelo."
"Ch’e’ pur convien ch’i’ soccorra Durante,","De hecho, es necesario que rescate Durante,","De hecho, es esencial que asista durante."
"Chéd i’ gli vo’ tener sua promessione,","Porque quiero cumplir su promesa,","Porque deseo respetar su palabra,"
Ché tropo l’ò trovato   fin Amante.,Porque lo encontré demasiado enamorado.,Porque lo encontré demasiado apasionado.
"Molto penò di torelmi Ragione,","Mucho ha sufrido para mantenerme en razón,",Ha aguantado mucho para mantener la justicia.
"Que’, come sagio, fu sì fermo e stante","Pero él, como un sabio, ha sido tan firme y constante","Pero él, como un sabio, fue tan sólido y persistente."
Che no•lle valse nulla su’ sermone».,Que nada valió su discurso en su contra.,Que nada ayudó a su discurso en su contra.
La Baronia sì fecie parlamento,La Baronia se puso a hablar,La Baronia comenzó a discursar
