Original,Translate,Translate_GPT_1
"E disse: «E’ vien comeco in conpagnia,","Et il a dit: ""Il vient en compagnie,","Il a dit: ""Viens en compagnie."""
"Ché sanza lui civir non mi poria,","Parce que sans lui, je ne pourrais pas vivre,","Parce que sans lui, je ne pourrais pas survivre."
"Tanto non pregherei né Die, né ’ santi;",Je ne prierai ni Dieu ni les saints;,"Je ne prierai ni le Divin, ni les bienheureux."
"E’ me e sé governa co’ senbianti,","C'est lui et lui-même qui gouverne avec l'apparence,",C'est lui et il se règle avec l'apparence.
"Che gli ’nsegniò sua madre, Ipocresia.","Qu'il lui a enseigné sa mère, l'hypocrisie.","Que sa mère lui enseigna, Fingement."
I’ porto il manto di Papalardia,Je porte la cape de Papalardia.,Je porte la cape de Papalardia.
"Per più tosto venir, a tenpo, a’ guanti.","Pour venir plus vite, à temps, aux gants.","Pour arriver plus rapidement, en temps utile, aux gants."
E così tra noi due ci governiamo,C'est ainsi que nous nous gouvernons entre nous.,C'est comme ça que nous nous contrôlons.
E nostra vita dimenian gioiosa,Et nous passons notre vie joyeuse,Nous passons notre vie joyeusement.
"Sanza dir cosa   mai, che noi pensiamo.",Sans jamais dire ce qu'on pense.,Sans jamais exprimer nos pensées.
"La ciera nostra par molto pietosa,",Notre visage a l'air très pitoyable.,"Notre expression est très compatissante,"
"Ma nonn-è mal nesun, che non pensiamo.","Mais il n'y a pas de mal chez aucun d'entre nous, que nous ne pensons pas.","Mais il n'y a aucun défaut chez nous, que nous ne réfléchissons pas."
Ben paia•noi giente relegiosa».,Elle est bien vue par les religieux.,C'est bien considéré par les gens dévoués.
"Lo Dio d’Amor sorise, quando udio",Dieu d'Amour sourit quand il entendit,La divinité d'Amour a rêvé quand il a écouté
"Astinenza-Costretta sì parlare,","Abstinence-Costrite parler ainsi,",Abstinence-Forcé de s'exprimer ainsi.
E disse: «Qui à giente d’alt’affare!,"Et il a dit: ""Il y a des gens d'une grande importance ici!","Et il a dit: ""Il y a des gens d'une grande importance ici!"
"Dì, Falsenbiante, se•tt’aiuti Idio,","Dis, Falsenbiant, si tu es aidé par Dieu,","S'il te plaît, Falsenbiant, si tu es soutenu par des divinités."
"S’i’ ti ritengnio del consiglio mio,","Si je te garde dans mon conseil,","Si je t'inclus dans mon conseil,"
Mi potrò io   in te punto fidare?».,Pourrai-je vous faire confiance d'aucune façon?.,Est-ce que je peux te faire confiance d'une façon ou d'une autre ?
"«Segnior mio,   sì, di nulla non dottare,","Seigneur, oui, ne me déçois jamais,","Mon Souverain, oui, ne m'abandonne jamais."
Ch’altro c’a lealtà ma’ non pens’io».,Parce que rien ne m'est plus cher que la loyauté.,Parce que rien n'est plus précieux que la fidélité.
«Dunqu’è cotesto contra tua natura».,Ça va à l'encontre de ta nature.,Alors ça va à l'encontre de ton essence.
"«Veracie mente ciò è veritate,","Honnêtement, c'est la vérité.","Véritablement, c'est un fait."
Ma tuttor vi mettete inn-aventura!,Mais vous vous mettez toujours en danger !,"Cependant, vous vous exposez toujours au risque!"
"Mai i•lupo di sua pelle non gittate,",Jamais le loup n'enlève sa peau.,Jamais le loup ne se déshabille de sa fourrure.
"No•gli farete tanto di laidura,",Vous ne lui ferez pas si mal.,Ils ne vont pas lui causer une grande douleur.
Se voi in prima no•llo scorticate».,Vous l'écorchez tout de suite.,Écrasez-le immédiatement.
"Amor disse a’ baroni: «I’ v’ò mandato,","L'amour dit aux barons: ""Je vous ai envoyés,","L'amour déclara aux barons: ""Je vous ai envoyés,"
"Perch’e’ convien ch’i’ agia il vostro aiuto,","Parce que j'ai besoin de votre aide,","Parce que j'ai besoin de votre soutien,"
"Tanto che quel castel si’ abattuto,",Pour abattre ce château,"Démolir, détruire, déchirer, abattre."
Che Gielosia di nuovo à già fondato.,Que la jalousie a déjà reconstruit.,Que l'envie a déjà reconstitué.
"Onde ciaschun di voi è misurato,","C'est pourquoi chacun de vous est appelé,","Par conséquent, chacun d'entre vous est invité."
S’i’ vi richegio ch’e’ sia proveduto,Si je vous redis qu'il est pourvu,Je demande que ce soit fait.
"Per voi in tal maniera, che tenuto","Pour vous de telle sorte qu'il ne soit plus contre moi, mais qu'il se plie.","Pour vous de telle sorte qu'il ne soit plus hostile à moi, mais qu'il abandonne."
"Non sia più contra me, ma si’ aterrato.","Il peut ne plus être contre moi, mais qu'il soit nivelé au sol.","Peut-être qu'il n'est plus hostile à moi, mais qu'il soit abattu sur le sol."
"Ch’e’ pur convien ch’i’ soccorra Durante,","En effet, il faut qu'il sauve Pendant,","En fait, il est essentiel qu'il assiste Pendant."
"Chéd i’ gli vo’ tener sua promessione,","Parce que je veux tenir sa promesse,","Parce que je veux respecter votre parole,"
Ché tropo l’ò trovato   fin Amante.,Parce que je l'ai trouvé trop amoureux.,Parce que je l'ai trouvé trop passionné.
"Molto penò di torelmi Ragione,","Il a beaucoup souffert pour me garder raison,",Il a beaucoup enduré pour maintenir la justice.
"Que’, come sagio, fu sì fermo e stante","Mais lui, comme un sage, a été si ferme et ferme","Mais lui, comme un sage, a été si solide et persistant."
Che no•lle valse nulla su’ sermone».,Que rien n'a valu son discours contre lui.,Que rien n'a profité de son discours contre lui.
La Baronia sì fecie parlamento,La Baronie s'est mise à parler.,La Baronie s'est mise à parler.
"Per devisar in che maniera andranno,","Pour décider de la façon dont ils iront,",Déterminez comment procéder.
O la qual porta prima assaliranno;,Ou quelle porte ils attaqueront en premier;,Quelle porte ils attaqueront le premier;
Sì fur ben tutti d’un acordamento,Et tout le monde était d'accord.,Tout le monde était d'accord.
"Fuor che Richeza,   che fe’ saramento","Sauf Richesse, qui a prêté serment","Exception, Richesse, promesse solennelle"
"Ch’ella non prenderebe per me affanno,","Qu'il n'aurait pas pris part à l'entreprise,",Qu'il ne participerait pas à l'entreprise.
"Néd al castel non darebe già danno,",Il n'aurait pas non plus causé de dommages au château.,Ça n'aurait causé aucun dommage au manoir.
"Per pregheria né per comandamento,","Ni par la prière, ni par l'ordre,","Ni par supplication, ni par commandement."
"Che nessuna persona far potesse,","Que personne ne pouvait faire,","Impossible, inaccessible, irréalisable."
Perciò ch’i’ non volli anche sua contezza:,Parce qu'il n'a même pas voulu mon consentement.,Parce que je n'ai même pas demandé mon accord.
"S’iera dritto, ch’i’ me ne pentesse.",Si c'était bien que je le regrette.,Si c'était approprié que je le regrette.
"Ben disse, ch’i’ le feci gran carezza","Et il dit bien, que je lui ai fait de grandes caresses",Il affirma à juste titre que je lui donnai de grands câlins.
"Sotto dal pino, ma non c’ancor vedesse","Sous le pin, mais il n'a pas encore vu","Sous le sapin, mais il n'a pas encore vu"
Che Povertà no•m’avesse   in distrezza.,Que la Pauvreté ne m'avait pas mis en difficulté.,Que Miseria ne m'avait pas mis dans une situation difficile.
"Al Die d’Amor ricordaro il fatto,","Au Dieu d'Amour, ils rapportèrent ce qui s'est passé,","Au Divin de l'Amour, ils rapportèrent l'événement."
E disser ch’e’ trovavar d’acordanza,Et ils ont dit qu'ils avaient un accord.,Ils ont répondu qu'ils s'entendaient bien.
Che Falsenbiante e Costretta-Astinenza,Que Falsenbiante et Abstinence-Constrict,Faux-Prophète et Obligé-Abstinence
Dessono a Mala Bocca scacco matto;,d'échecs fous à Malabocia;,"{\pos (192,210) }ils ont attribué un échec fou à Malabocia."
Largheza e Cortesia traeser pacto,La largeur et l'aimableté ont conclu un pacte,Largeur et gentillesse ont conclu un accord
"Con quella, che•ssa ben la vechia danza;","Avec celle-ci, qui aurait été bien dansée;","Avec celle-ci, qui aurait été bien exécutée;"
E Pietate e Francheza dear miccianza,Et Pitié et Franchise s'unirent,Pitié et Candore s'unirent
"A quello Schifo, che sta sì ’norsato;",à la Résistance qui est si arrogante,à la Résistance qui est si présomptueuse
"E po’ vada Diletto e Ben-Cielare,","Et puis bien-aimé et Ben-Ciel,",Donc Delizia et Splendore-Céleste.
"Ed a Vergognia dean tal lastrellata,","Et que la honte donne une telle défaite,","Désolée qu'il soit donné par une telle défaite,"
Ched ella non si possa rilevare;,Qu'il ne puisse plus se relever;,Incapable de se relever.
"Ardimento a Paura dea ghigniata,","L'ardeur à Peur donne une grimace,",L'audace à la peur donne un rire.
"E Sicurtà la degia sì pelare,",Et la sécurité la fait éplucher.,"Assurez-vous, assurez-vous, réduire."
Ched ella non vi sia ma’ più trovata.,Qu'on ne puisse plus la retrouver.,"Inaccessible, inaccessible."
"Amor   rispuose: «A me sì piacie assai,","L'amour répondit: ""Je l'aime beaucoup,","L'amour répliqua: ""J'aime beaucoup,"
Che l’oste avete bene istabulita;,Que l'hôte ait bien organisé;,Que l'aubergiste soit bien disposé.
"Ma•ttu Richeza, c’or   mi sè fallita,","Mais toi, Richezza, que tu m'as fait échouer,","Mais toi, Prospérité, que tu m'as déçue maintenant,"
"Sed i’ potrò, tu•tte ne penterai.","Si je peux, tu le regretteras.","Si j'ai une chance, tu le regretteras."
"S’uomini richi i’ posso tener mai,","Si jamais les hommes riches peuvent tenir,","Si les riches peuvent conserver,"
"Non poss’io già star un giorno in vita,",Je ne peux pas vivre un jour.,Je ne peux pas survivre un jour.
"S’avanti che da me facciar partita,","Si avant de me quitter,","Avant de m'abandonner,"
Non recherò a poco il loro assai.,Je ne vais pas réduire au minimum leur richesse.,Je ne diminuerai pas leur abondance.
Uomini poveri fatt’ànno lor sire,Les hommes pauvres ont fait de moi leur maître.,Les hommes indigents ont fait de moi leur souverain.
"Di me, e ciaschedun m’à dato il core,","Et tout le monde m'a donné son cœur,","Tout le monde m'a donné son affection,"
Per ch’a tal dono mi degio ben sofrire.,C'est pourquoi je dois endurer ce don.,C'est pourquoi je dois accepter cette concession.
"Se di Richeza, sì come d’Amore,","Si de Richesse, comme d'Amour,","Si d'Abondance, comme d'Affatti, de Prospérité, comme de Dévotion."
"I’ fosse Dio, non possa io ben sentire","Si j'étais Dieu, je n'entendrais pas bien.","Si j'étais un dieu, je ne sentirais pas bien."
Sed i’ no•gli mettesse in gran riccore».,Si je ne faisais pas un grand désir.,Si je ne nourrissais pas un grand désir.
"«S’uomini richi vi fano damagio,","Si les hommes riches vous causent des dommages,","Si les riches vous font du mal,"
Vo’ avete ben chi ne farà vendetta:,Vous avez bien quelqu'un qui se vengera:,Vous avez bien quelqu'un qui s'en vengera.
"Non fate forza, s’ella non s’afretta,",Ne bougez pas si vous ne vous précipitez pas.,N'exercez pas de pression si elle ne bouge pas rapidement.
Ché no’ la pagherén ben de l’oltragio.,Parce qu'ils ne paieront pas pour l'offense.,Parce qu'ils ne refont pas l'insulte.
"Le donne, e le pulzelle al chiar visagio",Les femmes et les jeunes filles au visage clair,Les femmes et les jeunes filles au visage lumineux
"Gli metteranno ancor a tal distretta,","Ils vont encore les mettre dans une telle difficulté,",Ils les poseront encore dans ce défi.
"Ma’ che ciascuna largo si prometta,","Mais que chacun promette d'être généreux,",Tout le monde s'engage à être magnanime.
"Che strutto ne sarà que’, ch’è ’l più sagio.",Parce que celui qui est le plus sage sera vaincu.,Parce que celui qui est le plus sage sera vaincu.
Ma Falsenbiante trametter non s’osa,Mais Falsenbiante n'ose pas envoyer,"Cependant, Falsenbiant n'ose pas expédier"
"Di questi fatti, né sua conpagnia,","Ces faits, ni sa compagnie,","Ces circonstances, ni sa présence, n'ont été bien accueillies."
Ché gran mal gli volete: ciò ci posa.,Parce que vous lui voulez très mal: cela nous tranquillise.,Parce que vous lui détestez profondément: cela nous rassure.
"Sì vi priega tutta la Baronia,","La Baronie vous prie toute,",La Baronia vous supplie tous.
Che ricieviate: e’ manderà la cosa».,Que vous acceptiez: il enverra la chose.,Que vous acceptiez: il enverra la chose.
"«Da po’ che vo’ volete, e’ così sia».","Puisque c'est ce que vous voulez, qu'il soit fait.","Puisque vous le désirez, qu'il en soit ainsi."
"Amor sì disse: «Per cotal convento,","L'amour a dit: ""Pour cet accord,","L'amour s'est exclamé: ""Pour cette entente,"
"Falso-Senbiante, in mia corte enterai,","Falsenbiant, tu vas entrer dans ma cour,","Imposteur, vous irez dans mon palais."
"Che tutti i nostri amici avanzerai,","Et tu surmonteras tous nos amis,",Tu vas vaincre tous nos camarades.
E metterai   i nemici in bassamento.,Et tu vas mettre tes ennemis en bas.,Tu vas baisser tes rivaux.
"E sì•tti do, per buon cominciamento,","Et je te donne, comme un bon début,","Et je t'offre, comme premier geste,"
"Che Re-de’-barattier   tu sì sarai,","Que tu seras le Roi des Marchands,",Que tu sois le Souverain des marchands.
"Ché pez’à che ’n capitolo i’ ’l fermai,","Parce que dans un chapitre, je l'ai établi,",Parce que j'ai décrété dans un chapitre.
Ch’i’ conosciea ben tu’ tradimento.,Que je connaissais bien ta trahison.,Que j'étais conscient de ton abandon.
"Or sì vo’ che•cci dichi in audienza,","Maintenant, je veux que tu dises à l'audience,","Maintenant, je veux que tu dises au tribunal,"
"Pe•ritrovarti, se n’avrén mestiere,","Pour te trouver, si on en a besoin,","Pour vous localiser, si nécessaire,"
"I•luogo, dove tu•ffai  residenza,","L'endroit où tu vis,","L'endroit où tu vis,"
"Né di che servi, né di che mestiere.","Et de quoi tu sers, et de quel métier.","Quel bien vous avez, et quel est votre travail?"
"Fa che n’agiàn veracie conoscienza,","Assurez-vous qu'ils aient une vraie connaissance,",Assurez-vous qu'ils ont une compréhension profonde.
"Ma no ’l farai,   sì•ssè mal barattiere».",Mais tu ne le feras pas. Tu es un mauvais marchand.,Mais tu ne le feras pas. Tu es un méchant commerçant.
"«Po’ ch’e’ vi piacie, ed i’ sì ’l vi diròe»,","Car il vous plaît, et je vous le dirai.","Comme vous l'aimez, je vais vous le dire."
"Diss’alor Falsenbiante: «or ascoltate,","Alors Falsenbiant dit: ""Maintenant sculptées,",""" Écoutez attentivement, dit Falsenbiant."
Chéd i’ sì vi dirò  la veritate,Parce que je vais vous dire la vérité,Parce que je vais vous révéler la réalité
"De•luogo, dov’io uso e dov’i’ stoe.",De l'endroit où j'habite et où j'habite.,De l'endroit où j'habite et où j'habite.
"Alcuna volta per lo secol voe,","Parfois, je flippe dans le monde,",Parfois errant dans le monde.
"Ma dentro a’ chiostri fugo in salvitate,","Mais dans les monastères, je me sauve.","À l'intérieur des monastères, je me réfugie en sécurité."
